date,product,stock,restock_threshold,restock_amount,price,category,shelf_life
2023-04-07,Product1,79,48,4,34.46612642,Category1,132
2023-04-07,Product2,61,38,0,10.03115063,Category2,151
2023-04-07,Product3,83,24,1,49.68846237,Category3,244
2023-04-07,Product4,53,17,0,34.69926039,Category1,360
2023-04-07,Product5,75,30,0,34.46612642,Category2,117
2023-04-08,Product1,73,48,0,34.46612642,Category1,132
2023-04-08,Product2,68,38,7,10.03115063,Category2,151
2023-04-08,Product3,77,24,0,49.68846237,Category3,244
2023-04-08,Product4,53,17,0,34.69926039,Category1,360
2023-04-08,Product5,75,30,0,34.46612642,Category2,117
2023-04-09,Product1,70,48,0,34.46612642,Category1,132
2023-04-09,Product2,67,38,0,10.03115063,Category2,151
2023-04-09,Product3,73,24,0,49.68846237,Category3,244
2023-04-09,Product4,44,17,0,34.69926039,Category1,360
2023-04-09,Product5,67,30,0,34.46612642,Category2,117
2023-04-10,Product1,82,48,12,34.46612642,Category1,132
2023-04-10,Product2,48,38,0,10.03115063,Category2,151
2023-04-10,Product3,86,24,13,49.68846237,Category3,244
2023-04-10,Product4,58,17,14,34.69926039,Category1,360
2023-04-10,Product5,66,30,0,34.46612642,Category2,117
2023-04-11,Product1,78,48,0,34.46612642,Category1,132
2023-04-11,Product2,62,38,14,10.03115063,Category2,151
2023-04-11,Product3,87,24,1,49.68846237,Category3,244
2023-04-11,Product4,52,17,0,34.69926039,Category1,360
2023-04-11,Product5,74,30,8,34.46612642,Category2,117
2023-04-12,Product1,88,48,10,34.46612642,Category1,132
2023-04-12,Product2,58,38,0,10.03115063,Category2,151
2023-04-12,Product3,76,24,0,49.68846237,Category3,244
2023-04-12,Product4,52,17,0,34.69926039,Category1,360
2023-04-12,Product5,79,30,5,34.46612642,Category2,117
2023-04-13,Product1,81,48,0,34.46612642,Category1,132
2023-04-13,Product2,62,38,4,10.03115063,Category2,151
2023-04-13,Product3,74,24,0,49.68846237,Category3,244
2023-04-13,Product4,42,17,0,34.69926039,Category1,360
2023-04-13,Product5,69,30,0,34.46612642,Category2,117
2023-04-14,Product1,96,48,15,34.46612642,Category1,132
2023-04-14,Product2,48,38,0,10.03115063,Category2,151
2023-04-14,Product3,75,24,1,49.68846237,Category3,244
2023-04-14,Product4,59,17,17,34.69926039,Category1,360
2023-04-14,Product5,79,30,10,34.46612642,Category2,117
2023-04-15,Product1,87,48,0,34.46612642,Category1,132
2023-04-15,Product2,69,38,21,10.03115063,Category2,151
2023-04-15,Product3,76,24,1,49.68846237,Category3,244
2023-04-15,Product4,55,17,0,34.69926039,Category1,360
2023-04-15,Product5,66,30,0,34.46612642,Category2,117
2023-04-16,Product1,76,48,0,34.46612642,Category1,132
2023-04-16,Product2,65,38,0,10.03115063,Category2,151
2023-04-16,Product3,78,24,2,49.68846237,Category3,244
2023-04-16,Product4,57,17,2,34.69926039,Category1,360
2023-04-16,Product5,63,30,0,34.46612642,Category2,117
2023-04-17,Product1,79,48,3,34.46612642,Category1,132
2023-04-17,Product2,63,38,0,10.03115063,Category2,151
2023-04-17,Product3,82,24,4,49.68846237,Category3,244
2023-04-17,Product4,57,17,0,34.69926039,Category1,360
2023-04-17,Product5,64,30,1,34.46612642,Category2,117
2023-04-18,Product1,83,48,4,33.10211901,Category1,132
2023-04-18,Product2,60,38,0,10.03115063,Category2,151
2023-04-18,Product3,74,24,0,49.68846237,Category3,244
2023-04-18,Product4,51,17,0,34.69926039,Category1,360
2023-04-18,Product5,65,30,1,34.46612642,Category2,117
2023-04-19,Product1,82,48,0,34.46612642,Category1,132
2023-04-19,Product2,67,38,7,10.03115063,Category2,151
2023-04-19,Product3,78,24,4,49.68846237,Category3,244
2023-04-19,Product4,47,17,0,34.69926039,Category1,360
2023-04-19,Product5,74,30,9,34.46612642,Category2,117
2023-04-20,Product1,81,48,0,34.46612642,Category1,132
2023-04-20,Product2,65,38,0,10.03115063,Category2,151
2023-04-20,Product3,82,24,4,49.68846237,Category3,244
2023-04-20,Product4,53,17,6,34.69926039,Category1,360
2023-04-20,Product5,62,30,0,34.46612642,Category2,117
2023-04-21,Product1,77,48,0,34.46612642,Category1,132
2023-04-21,Product2,49,38,0,10.03115063,Category2,151
2023-04-21,Product3,73,24,0,49.68846237,Category3,244
2023-04-21,Product4,55,17,2,34.69926039,Category1,360
2023-04-21,Product5,65,30,3,34.46612642,Category2,117
2023-04-22,Product1,87,48,10,34.46612642,Category1,132
2023-04-22,Product2,68,38,19,10.03115063,Category2,151
2023-04-22,Product3,71,24,0,49.68846237,Category3,244
2023-04-22,Product4,50,17,0,34.69926039,Category1,360
2023-04-22,Product5,62,30,0,34.46612642,Category2,117
2023-04-23,Product1,86,48,0,34.46612642,Category1,132
2023-04-23,Product2,56,38,0,10.03115063,Category2,151
2023-04-23,Product3,86,24,15,49.68846237,Category3,244
2023-04-23,Product4,46,17,0,34.69926039,Category1,360
2023-04-23,Product5,66,30,4,34.46612642,Category2,117
2023-04-24,Product1,91,48,5,34.46612642,Category1,132
2023-04-24,Product2,59,38,3,10.03115063,Category2,151
2023-04-24,Product3,68,24,0,49.68846237,Category3,244
2023-04-24,Product4,48,17,2,34.69926039,Category1,360
2023-04-24,Product5,56,30,0,34.46612642,Category2,117
2023-04-25,Product1,83,48,0,34.46612642,Category1,132
2023-04-25,Product2,70,38,11,10.03115063,Category2,151
2023-04-25,Product3,67,24,0,49.68846237,Category3,244
2023-04-25,Product4,62,17,14,34.69926039,Category1,360
2023-04-25,Product5,66,30,10,34.46612642,Category2,117
2023-04-26,Product1,92,48,9,34.46612642,Category1,132
2023-04-26,Product2,66,38,0,10.03115063,Category2,151
2023-04-26,Product3,82,24,15,49.68846237,Category3,244
2023-04-26,Product4,48,17,0,34.69926039,Category1,360
2023-04-26,Product5,79,30,13,34.46612642,Category2,117
2023-04-27,Product1,94,48,2,34.46612642,Category1,132
2023-04-27,Product2,65,38,0,10.03115063,Category2,151
2023-04-27,Product3,70,24,0,49.68846237,Category3,244
2023-04-27,Product4,54,17,6,34.69926039,Category1,360
2023-04-27,Product5,60,30,0,34.46612642,Category2,117
2023-04-28,Product1,91,48,0,34.46612642,Category1,132
2023-04-28,Product2,72,38,7,10.03115063,Category2,151
2023-04-28,Product3,73,24,3,49.68846237,Category3,244
2023-04-28,Product4,54,17,0,34.69926039,Category1,360
2023-04-28,Product5,69,30,9,34.46612642,Category2,117
2023-04-29,Product1,78,48,0,34.46612642,Category1,132
2023-04-29,Product2,67,38,0,10.03115063,Category2,151
2023-04-29,Product3,85,24,12,49.68846237,Category3,244
2023-04-29,Product4,57,17,3,34.69926039,Category1,360
2023-04-29,Product5,68,30,0,34.46612642,Category2,117
2023-04-30,Product1,77,48,0,34.46612642,Category1,132
2023-04-30,Product2,75,38,8,10.03115063,Category2,151
2023-04-30,Product3,74,24,0,49.68846237,Category3,244
2023-04-30,Product4,63,17,6,34.69926039,Category1,360
2023-04-30,Product5,65,30,0,34.46612642,Category2,117
2023-05-01,Product1,85,48,8,34.46612642,Category1,132
2023-05-01,Product2,61,38,0,10.03115063,Category2,151
2023-05-01,Product3,73,24,0,49.68846237,Category3,244
2023-05-01,Product4,53,17,0,34.69926039,Category1,360
2023-05-01,Product5,66,30,1,34.46612642,Category2,117
2023-05-02,Product1,89,48,4,34.46612642,Category1,132
2023-05-02,Product2,68,38,7,10.03115063,Category2,151
2023-05-02,Product3,76,24,3,49.68846237,Category3,244
2023-05-02,Product4,59,17,6,34.69926039,Category1,360
2023-05-02,Product5,64,30,0,34.46612642,Category2,117
2023-05-03,Product1,80,48,0,34.46612642,Category1,132
2023-05-03,Product2,73,38,5,10.03115063,Category2,151
2023-05-03,Product3,69,24,0,49.68846237,Category3,244
2023-05-03,Product4,57,17,0,34.69926039,Category1,360
2023-05-03,Product5,60,30,0,34.46612642,Category2,117
2023-05-04,Product1,92,48,12,34.46612642,Category1,132
2023-05-04,Product2,72,38,0,10.03115063,Category2,151
2023-05-04,Product3,69,24,0,49.68846237,Category3,244
2023-05-04,Product4,56,17,0,34.69926039,Category1,360
2023-05-04,Product5,63,30,3,34.46612642,Category2,117
2023-05-05,Product1,89,48,0,34.46612642,Category1,132
2023-05-05,Product2,68,38,0,10.03115063,Category2,151
2023-05-05,Product3,70,24,1,49.68846237,Category3,244
2023-05-05,Product4,51,17,0,34.69926039,Category1,360
2023-05-05,Product5,70,30,7,34.46612642,Category2,117
2023-05-06,Product1,88,48,0,34.46612642,Category1,132
2023-05-06,Product2,61,38,0,10.03115063,Category2,151
2023-05-06,Product3,68,24,0,49.68846237,Category3,244
2023-05-06,Product4,53,17,2,34.69926039,Category1,360
2023-05-06,Product5,71,30,1,34.46612642,Category2,117
2023-05-07,Product1,93,48,5,34.46612642,Category1,132
2023-05-07,Product2,74,38,13,10.03115063,Category2,151
2023-05-07,Product3,76,24,8,49.68846237,Category3,244
2023-05-07,Product4,59,17,6,34.69926039,Category1,360
2023-05-07,Product5,57,30,0,34.46612642,Category2,117
2023-05-08,Product1,88,48,0,34.46612642,Category1,132
2023-05-08,Product2,78,38,4,10.03115063,Category2,151
2023-05-08,Product3,69,24,0,49.68846237,Category3,244
2023-05-08,Product4,54,17,0,34.69926039,Category1,360
2023-05-08,Product5,56,30,0,34.46612642,Category2,117
2023-05-09,Product1,83,48,0,34.46612642,Category1,132
2023-05-09,Product2,73,38,0,10.03115063,Category2,151
2023-05-09,Product3,83,24,14,49.68846237,Category3,244
2023-05-09,Product4,58,17,4,34.69926039,Category1,360
2023-05-09,Product5,59,30,3,34.46612642,Category2,117
2023-05-10,Product1,94,48,11,34.46612642,Category1,132
2023-05-10,Product2,60,38,0,10.03115063,Category2,151
2023-05-10,Product3,64,24,0,49.68846237,Category3,244
2023-05-10,Product4,60,17,2,34.69926039,Category1,360
2023-05-10,Product5,59,30,0,34.46612642,Category2,117
2023-05-11,Product1,92,48,0,34.46612642,Category1,132
2023-05-11,Product2,69,38,9,10.03115063,Category2,151
2023-05-11,Product3,71,24,7,49.68846237,Category3,244
2023-05-11,Product4,60,17,0,34.69926039,Category1,360
2023-05-11,Product5,62,30,3,34.46612642,Category2,117
2023-05-12,Product1,88,48,0,34.46612642,Category1,132
2023-05-12,Product2,61,38,0,10.03115063,Category2,151
2023-05-12,Product3,67,24,0,49.68846237,Category3,244
2023-05-12,Product4,53,17,0,34.69926039,Category1,360
2023-05-12,Product5,60,30,0,34.46612642,Category2,117
2023-05-13,Product1,90,48,2,34.46612642,Category1,132
2023-05-13,Product2,72,38,11,10.03115063,Category2,151
2023-05-13,Product3,69,24,2,49.68846237,Category3,244
2023-05-13,Product4,55,17,2,34.69926039,Category1,360
2023-05-13,Product5,49,30,0,34.46612642,Category2,117
2023-05-14,Product1,87,48,0,34.46612642,Category1,132
2023-05-14,Product2,79,38,7,10.03115063,Category2,151
2023-05-14,Product3,64,24,0,49.68846237,Category3,244
2023-05-14,Product4,56,17,1,34.69926039,Category1,360
2023-05-14,Product5,70,30,21,34.46612642,Category2,117
2023-05-15,Product1,94,48,7,34.46612642,Category1,132
2023-05-15,Product2,68,38,0,10.03115063,Category2,151
2023-05-15,Product3,70,24,6,49.68846237,Category3,244
2023-05-15,Product4,66,17,10,34.69926039,Category1,360
2023-05-15,Product5,54,30,0,34.46612642,Category2,117
2023-05-16,Product1,89,48,0,34.46612642,Category1,132
2023-05-16,Product2,75,38,7,10.03115063,Category2,151
2023-05-16,Product3,73,24,3,49.68846237,Category3,244
2023-05-16,Product4,65,17,0,34.69926039,Category1,360
2023-05-16,Product5,63,30,9,34.46612642,Category2,117
2023-05-17,Product1,89,48,0,34.46612642,Category1,132
2023-05-17,Product2,72,38,0,10.03115063,Category2,151
2023-05-17,Product3,73,24,0,49.68846237,Category3,244
2023-05-17,Product4,66,17,1,34.69926039,Category1,360
2023-05-17,Product5,59,30,0,34.46612642,Category2,117
2023-05-18,Product1,87,48,0,34.7703374,Category1,132
2023-05-18,Product2,62,38,0,10.03115063,Category2,151
2023-05-18,Product3,64,24,0,49.68846237,Category3,244
2023-05-18,Product4,63,17,0,34.69926039,Category1,360
2023-05-18,Product5,55,30,0,34.46612642,Category2,117
2023-05-19,Product1,88,48,1,34.46612642,Category1,132
2023-05-19,Product2,72,38,10,10.03115063,Category2,151
2023-05-19,Product3,69,24,5,49.68846237,Category3,244
2023-05-19,Product4,66,17,3,34.69926039,Category1,360
2023-05-19,Product5,57,30,2,34.46612642,Category2,117
2023-05-20,Product1,86,48,0,34.46612642,Category1,132
2023-05-20,Product2,80,38,8,10.03115063,Category2,151
2023-05-20,Product3,72,24,3,49.68846237,Category3,244
2023-05-20,Product4,67,17,1,34.69926039,Category1,360
2023-05-20,Product5,47,30,0,34.46612642,Category2,117
2023-05-21,Product1,94,48,8,34.46612642,Category1,132
2023-05-21,Product2,73,38,0,10.03115063,Category2,151
2023-05-21,Product3,54,24,0,49.68846237,Category3,244
2023-05-21,Product4,56,17,0,34.69926039,Category1,360
2023-05-21,Product5,64,30,17,34.46612642,Category2,117
2023-05-22,Product1,91,48,0,34.46612642,Category1,132
2023-05-22,Product2,80,38,7,10.03115063,Category2,151
2023-05-22,Product3,69,24,15,49.68846237,Category3,244
2023-05-22,Product4,50,17,0,34.69926039,Category1,360
2023-05-22,Product5,60,30,0,34.46612642,Category2,117
2023-05-23,Product1,88,48,0,34.46612642,Category1,132
2023-05-23,Product2,79,38,0,10.03115063,Category2,151
2023-05-23,Product3,62,24,0,49.68846237,Category3,244
2023-05-23,Product4,57,17,7,34.69926039,Category1,360
2023-05-23,Product5,69,30,9,34.46612642,Category2,117
2023-05-24,Product1,86,48,0,34.46612642,Category1,132
2023-05-24,Product2,70,38,0,10.03115063,Category2,151
2023-05-24,Product3,63,24,1,49.68846237,Category3,244
2023-05-24,Product4,65,17,8,34.69926039,Category1,360
2023-05-24,Product5,46,30,0,34.46612642,Category2,117
2023-05-25,Product1,80,48,0,34.46612642,Category1,132
2023-05-25,Product2,73,38,3,10.03115063,Category2,151
2023-05-25,Product3,67,24,4,49.68846237,Category3,244
2023-05-25,Product4,72,17,7,34.69926039,Category1,360
2023-05-25,Product5,58,30,12,34.46612642,Category2,117
2023-05-26,Product1,88,48,8,33.12011251,Category1,132
2023-05-26,Product2,70,38,0,10.03115063,Category2,151
2023-05-26,Product3,62,24,0,49.68846237,Category3,244
2023-05-26,Product4,67,17,0,34.69926039,Category1,360
2023-05-26,Product5,48,30,0,34.46612642,Category2,117
2023-05-27,Product1,94,48,6,34.46612642,Category1,132
2023-05-27,Product2,76,38,6,10.03115063,Category2,151
2023-05-27,Product3,62,24,0,49.68846237,Category3,244
2023-05-27,Product4,65,17,0,34.69926039,Category1,360
2023-05-27,Product5,61,30,13,34.46612642,Category2,117
2023-05-28,Product1,88,48,0,34.46612642,Category1,132
2023-05-28,Product2,75,38,0,10.03115063,Category2,151
2023-05-28,Product3,60,24,0,49.68846237,Category3,244
2023-05-28,Product4,67,17,2,34.69926039,Category1,360
2023-05-28,Product5,58,30,0,34.46612642,Category2,117
2023-05-29,Product1,83,48,0,34.46612642,Category1,132
2023-05-29,Product2,79,38,4,10.03115063,Category2,151
2023-05-29,Product3,65,24,5,49.68846237,Category3,244
2023-05-29,Product4,77,17,10,34.69926039,Category1,360
2023-05-29,Product5,55,30,0,34.46612642,Category2,117
2023-05-30,Product1,81,48,0,34.46612642,Category1,132
2023-05-30,Product2,87,38,8,10.03115063,Category2,151
2023-05-30,Product3,59,24,0,49.68846237,Category3,244
2023-05-30,Product4,54,17,0,34.69926039,Category1,360
2023-05-30,Product5,50,30,0,34.46612642,Category2,117
2023-05-31,Product1,89,48,8,35.6800011,Category1,132
2023-05-31,Product2,68,38,0,10.03115063,Category2,151
2023-05-31,Product3,61,24,2,49.68846237,Category3,244
2023-05-31,Product4,65,17,11,34.69926039,Category1,360
2023-05-31,Product5,55,30,5,34.46612642,Category2,117
2023-06-01,Product1,91,48,2,34.46612642,Category1,132
2023-06-01,Product2,76,38,8,10.03115063,Category2,151
2023-06-01,Product3,62,24,1,49.68846237,Category3,244
2023-06-01,Product4,69,17,4,34.69926039,Category1,360
2023-06-01,Product5,54,30,0,34.46612642,Category2,117
2023-06-02,Product1,90,48,0,34.46612642,Category1,132
2023-06-02,Product2,82,38,6,10.03115063,Category2,151
2023-06-02,Product3,70,24,8,49.68846237,Category3,244
2023-06-02,Product4,71,17,2,34.69926039,Category1,360
2023-06-02,Product5,60,30,6,34.46612642,Category2,117
2023-06-03,Product1,90,48,0,34.46612642,Category1,132
2023-06-03,Product2,83,38,1,10.03115063,Category2,151
2023-06-03,Product3,61,24,0,49.68846237,Category3,244
2023-06-03,Product4,64,17,0,34.69926039,Category1,360
2023-06-03,Product5,51,30,0,34.46612642,Category2,117
2023-06-04,Product1,87,48,0,34.46612642,Category1,132
2023-06-04,Product2,73,38,0,10.03115063,Category2,151
2023-06-04,Product3,56,24,0,49.68846237,Category3,244
2023-06-04,Product4,70,17,6,34.69926039,Category1,360
2023-06-04,Product5,59,30,8,34.46612642,Category2,117
2023-06-05,Product1,89,48,2,35.56885951,Category1,132
2023-06-05,Product2,79,38,6,10.03115063,Category2,151
2023-06-05,Product3,59,24,3,49.68846237,Category3,244
2023-06-05,Product4,63,17,0,34.69926039,Category1,360
2023-06-05,Product5,58,30,0,34.46612642,Category2,117
2023-06-06,Product1,93,48,4,34.46612642,Category1,132
2023-06-06,Product2,69,38,0,10.03115063,Category2,151
2023-06-06,Product3,59,24,0,49.68846237,Category3,244
2023-06-06,Product4,69,17,6,34.69926039,Category1,360
2023-06-06,Product5,59,30,1,34.46612642,Category2,117
2023-06-07,Product1,88,48,0,34.46612642,Category1,132
2023-06-07,Product2,81,38,12,10.03115063,Category2,151
2023-06-07,Product3,56,24,0,49.68846237,Category3,244
2023-06-07,Product4,65,17,0,34.69926039,Category1,360
2023-06-07,Product5,55,30,0,34.46612642,Category2,117
2023-06-08,Product1,92,48,4,34.46612642,Category1,132
2023-06-08,Product2,76,38,0,10.03115063,Category2,151
2023-06-08,Product3,56,24,0,49.68846237,Category3,244
2023-06-08,Product4,68,17,3,34.69926039,Category1,360
2023-06-08,Product5,63,30,8,34.46612642,Category2,117
2023-06-09,Product1,86,48,0,34.46612642,Category1,132
2023-06-09,Product2,76,38,0,10.03115063,Category2,151
2023-06-09,Product3,58,24,2,49.68846237,Category3,244
2023-06-09,Product4,67,17,0,34.69926039,Category1,360
2023-06-09,Product5,58,30,0,34.46612642,Category2,117
2023-06-10,Product1,86,48,0,33.29061879,Category1,132
2023-06-10,Product2,83,38,7,10.03115063,Category2,151
2023-06-10,Product3,62,24,4,49.68846237,Category3,244
2023-06-10,Product4,69,17,2,34.69926039,Category1,360
2023-06-10,Product5,59,30,1,34.46612642,Category2,117
2023-06-11,Product1,90,48,4,34.46612642,Category1,132
2023-06-11,Product2,82,38,0,10.03115063,Category2,151
2023-06-11,Product3,61,24,0,49.68846237,Category3,244
2023-06-11,Product4,67,17,0,34.69926039,Category1,360
2023-06-11,Product5,50,30,0,34.46612642,Category2,117
2023-06-12,Product1,80,48,0,34.46612642,Category1,132
2023-06-12,Product2,77,38,0,10.03115063,Category2,151
2023-06-12,Product3,63,24,2,49.68846237,Category3,244
2023-06-12,Product4,74,17,7,34.69926039,Category1,360
2023-06-12,Product5,54,30,4,34.46612642,Category2,117
2023-06-13,Product1,88,48,8,34.46612642,Category1,132
2023-06-13,Product2,75,38,0,10.03115063,Category2,151
2023-06-13,Product3,71,24,8,49.68846237,Category3,244
2023-06-13,Product4,64,17,0,34.69926039,Category1,360
2023-06-13,Product5,53,30,0,34.46612642,Category2,117
2023-06-14,Product1,88,48,0,34.46612642,Category1,132
2023-06-14,Product2,75,38,0,10.03115063,Category2,151
2023-06-14,Product3,60,24,0,49.68846237,Category3,244
2023-06-14,Product4,69,17,5,34.69926039,Category1,360
2023-06-14,Product5,60,30,7,34.46612642,Category2,117
2023-06-15,Product1,96,48,8,34.46612642,Category1,132
2023-06-15,Product2,74,38,0,10.03115063,Category2,151
2023-06-15,Product3,59,24,0,49.68846237,Category3,244
2023-06-15,Product4,73,17,4,34.69926039,Category1,360
2023-06-15,Product5,47,30,0,34.46612642,Category2,117
2023-06-16,Product1,93,48,0,34.46612642,Category1,132
2023-06-16,Product2,73,38,0,10.03115063,Category2,151
2023-06-16,Product3,67,24,8,49.68846237,Category3,244
2023-06-16,Product4,69,17,0,34.69926039,Category1,360
2023-06-16,Product5,53,30,6,34.46612642,Category2,117
2023-06-17,Product1,88,48,0,34.46612642,Category1,132
2023-06-17,Product2,88,38,15,10.03115063,Category2,151
2023-06-17,Product3,60,24,0,49.68846237,Category3,244
2023-06-17,Product4,76,17,7,34.69926039,Category1,360
2023-06-17,Product5,56,30,3,34.46612642,Category2,117
2023-06-18,Product1,87,48,0,34.46612642,Category1,132
2023-06-18,Product2,82,38,0,10.03115063,Category2,151
2023-06-18,Product3,53,24,0,49.68846237,Category3,244
2023-06-18,Product4,66,17,0,34.69926039,Category1,360
2023-06-18,Product5,51,30,0,34.46612642,Category2,117
2023-06-19,Product1,85,48,0,34.46612642,Category1,132
2023-06-19,Product2,75,38,0,10.03115063,Category2,151
2023-06-19,Product3,51,24,0,49.68846237,Category3,244
2023-06-19,Product4,77,17,11,34.69926039,Category1,360
2023-06-19,Product5,54,30,3,34.46612642,Category2,117
2023-06-20,Product1,89,48,4,34.46612642,Category1,132
2023-06-20,Product2,81,38,6,10.03115063,Category2,151
2023-06-20,Product3,64,24,13,49.68846237,Category3,244
2023-06-20,Product4,80,17,3,34.69926039,Category1,360
2023-06-20,Product5,43,30,0,34.46612642,Category2,117
2023-06-21,Product1,93,48,4,34.46612642,Category1,132
2023-06-21,Product2,83,38,2,10.03115063,Category2,151
2023-06-21,Product3,58,24,0,49.68846237,Category3,244
2023-06-21,Product4,76,17,0,34.69926039,Category1,360
2023-06-21,Product5,57,30,14,34.46612642,Category2,117
2023-06-22,Product1,99,48,6,34.46612642,Category1,132
2023-06-22,Product2,82,38,0,10.03115063,Category2,151
2023-06-22,Product3,62,24,4,49.68846237,Category3,244
2023-06-22,Product4,76,17,0,34.69926039,Category1,360
2023-06-22,Product5,48,30,0,34.46612642,Category2,117
2023-06-23,Product1,88,48,0,34.46612642,Category1,132
2023-06-23,Product2,92,38,10,10.03115063,Category2,151
2023-06-23,Product3,53,24,0,49.68846237,Category3,244
2023-06-23,Product4,82,17,6,34.69926039,Category1,360
2023-06-23,Product5,56,30,8,34.46612642,Category2,117
2023-06-24,Product1,100,48,12,34.46612642,Category1,132
2023-06-24,Product2,81,38,0,10.03115063,Category2,151
2023-06-24,Product3,63,24,10,49.68846237,Category3,244
2023-06-24,Product4,73,17,0,34.69926039,Category1,360
2023-06-24,Product5,49,30,0,34.46612642,Category2,117
2023-06-25,Product1,93,48,0,33.30004273,Category1,132
2023-06-25,Product2,86,38,5,10.03115063,Category2,151
2023-06-25,Product3,45,24,0,49.68846237,Category3,244
2023-06-25,Product4,70,17,0,34.69926039,Category1,360
2023-06-25,Product5,50,30,1,34.46612642,Category2,117
2023-06-26,Product1,81,48,0,34.46612642,Category1,132
2023-06-26,Product2,82,38,0,10.03115063,Category2,151
2023-06-26,Product3,57,24,12,49.68846237,Category3,244
2023-06-26,Product4,73,17,3,34.69926039,Category1,360
2023-06-26,Product5,56,30,6,34.46612642,Category2,117
2023-06-27,Product1,86,48,5,34.46612642,Category1,132
2023-06-27,Product2,88,38,6,10.03115063,Category2,151
2023-06-27,Product3,58,24,1,49.68846237,Category3,244
2023-06-27,Product4,90,17,17,34.69926039,Category1,360
2023-06-27,Product5,52,30,0,34.46612642,Category2,117
2023-06-28,Product1,100,48,14,34.10600768,Category1,132
2023-06-28,Product2,86,38,0,10.03115063,Category2,151
2023-06-28,Product3,62,24,4,49.68846237,Category3,244
2023-06-28,Product4,84,17,0,34.69926039,Category1,360
2023-06-28,Product5,53,30,1,34.46612642,Category2,117
2023-06-29,Product1,93,48,0,34.46612642,Category1,132
2023-06-29,Product2,80,38,0,10.03115063,Category2,151
2023-06-29,Product3,47,24,0,49.68846237,Category3,244
2023-06-29,Product4,72,17,0,34.69926039,Category1,360
2023-06-29,Product5,39,30,0,34.46612642,Category2,117
2023-06-30,Product1,85,48,0,34.46612642,Category1,132
2023-06-30,Product2,88,38,8,10.03115063,Category2,151
2023-06-30,Product3,62,24,15,49.68846237,Category3,244
2023-06-30,Product4,68,17,0,34.69926039,Category1,360
2023-06-30,Product5,43,30,4,34.46612642,Category2,117
2023-07-01,Product1,94,48,9,34.46612642,Category1,132
2023-07-01,Product2,82,38,0,10.03115063,Category2,151
2023-07-01,Product3,53,24,0,49.68846237,Category3,244
2023-07-01,Product4,72,17,4,34.69926039,Category1,360
2023-07-01,Product5,49,30,6,34.46612642,Category2,117
2023-07-02,Product1,95,48,1,34.46612642,Category1,132
2023-07-02,Product2,77,38,0,10.03115063,Category2,151
2023-07-02,Product3,50,24,0,49.68846237,Category3,244
2023-07-02,Product4,78,17,6,34.69926039,Category1,360
2023-07-02,Product5,43,30,0,34.46612642,Category2,117
2023-07-03,Product1,92,48,0,34.46612642,Category1,132
2023-07-03,Product2,94,38,17,10.03115063,Category2,151
2023-07-03,Product3,61,24,11,49.68846237,Category3,244
2023-07-03,Product4,70,17,0,34.69926039,Category1,360
2023-07-03,Product5,47,30,4,34.46612642,Category2,117
2023-07-04,Product1,89,48,0,34.46612642,Category1,132
2023-07-04,Product2,84,38,0,10.03115063,Category2,151
2023-07-04,Product3,50,24,0,49.68846237,Category3,244
2023-07-04,Product4,67,17,0,34.69926039,Category1,360
2023-07-04,Product5,45,30,0,34.46612642,Category2,117
2023-07-05,Product1,88,48,0,34.46612642,Category1,132
2023-07-05,Product2,89,38,5,10.03115063,Category2,151
2023-07-05,Product3,53,24,3,49.68846237,Category3,244
2023-07-05,Product4,74,17,7,34.69926039,Category1,360
2023-07-05,Product5,43,30,0,34.46612642,Category2,117
2023-07-06,Product1,93,48,5,34.46612642,Category1,132
2023-07-06,Product2,78,38,0,10.03115063,Category2,151
2023-07-06,Product3,60,24,7,49.68846237,Category3,244
2023-07-06,Product4,79,17,5,34.69926039,Category1,360
2023-07-06,Product5,47,30,4,34.46612642,Category2,117
2023-07-07,Product1,95,48,2,34.46612642,Category1,132
2023-07-07,Product2,94,38,16,10.03115063,Category2,151
2023-07-07,Product3,64,24,4,49.68846237,Category3,244
2023-07-07,Product4,77,17,0,34.69926039,Category1,360
2023-07-07,Product5,47,30,0,34.46612642,Category2,117
2023-07-08,Product1,86,48,0,34.46612642,Category1,132
2023-07-08,Product2,84,38,0,10.03115063,Category2,151
2023-07-08,Product3,53,24,0,49.68846237,Category3,244
2023-07-08,Product4,74,17,0,34.69926039,Category1,360
2023-07-08,Product5,45,30,0,34.46612642,Category2,117
2023-07-09,Product1,93,48,7,34.46612642,Category1,132
2023-07-09,Product2,79,38,0,10.03115063,Category2,151
2023-07-09,Product3,54,24,1,49.68846237,Category3,244
2023-07-09,Product4,68,17,0,34.69926039,Category1,360
2023-07-09,Product5,51,30,6,34.46612642,Category2,117
2023-07-10,Product1,80,48,0,34.46612642,Category1,132
2023-07-10,Product2,87,38,8,10.03115063,Category2,151
2023-07-10,Product3,48,24,0,49.68846237,Category3,244
2023-07-10,Product4,82,17,14,34.69926039,Category1,360
2023-07-10,Product5,53,30,2,34.46612642,Category2,117
2023-07-11,Product1,81,48,1,34.46612642,Category1,132
2023-07-11,Product2,91,38,4,10.03115063,Category2,151
2023-07-11,Product3,45,24,0,49.68846237,Category3,244
2023-07-11,Product4,79,17,0,34.69926039,Category1,360
2023-07-11,Product5,50,30,0,34.46612642,Category2,117
2023-07-12,Product1,86,48,5,34.46612642,Category1,132
